#OG	member_id	member_annotation
58	ref|CUX96817.1|ref|CUX96817.1|	50S ribosomal protein L5 [Candidatus Doolittlea endobia]
58	ref|CUX96202.1|ref|CUX96202.1|	50S ribosomal protein L5 [Candidatus Gullanella endobia]
58	ref|ATW22997.1|ref|ATW22997.1|	50S ribosomal protein L5 [Candidatus Hamiltonella defensa]
58	ref|CUX97090.1|ref|CUX97090.1|	50S ribosomal protein L5 [Candidatus Hoaglandella endobia]
58	ref|WP_067569115.1|ref|WP_067569115.1|	50S ribosomal protein L5 [Candidatus Mikella endobia]
58	ref|AEI75027.1|ref|AEI75027.1|	putative ribosomal protein L5 [Candidatus Moranella endobia PCIT]
58	ref|AGJ61275.1|ref|AGJ61275.1|	50S ribosomal protein L5 [Candidatus Moranella endobia PCVAL]
58	ref|AHF72861.1|ref|AHF72861.1|	LSU ribosomal protein L5p (L11e) [Candidatus Sodalis pierantonius str. SOPE]
58	ref|BBI91541.1|ref|BBI91541.1|	50S ribosomal protein L5 [Serratia symbiotica]
58	ref|KYP97633.1|ref|KYP97633.1|	50S ribosomal protein L5 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
58	ref|SNC58354.1|ref|SNC58354.1|	50S ribosomal protein L5 [Sodalis endosymbiont of Henestaris halophilus]
58	ref|BAE75541.1|ref|BAE75541.1|	50S ribosomal protein L5 [Sodalis glossinidius str. morsitans]
58	fig|1173031.7.peg.3923|fig|1173031.7.peg.3923|	unlabeled protein [Sodalis melophagi]
58	ref|WP_025420683.1|ref|WP_025420683.1|	50S ribosomal protein L5 [Sodalis praecaptivus]
58	ref|AFP84718.1|ref|AFP84718.1|	ribosomal protein L5 [secondary endosymbiont of Ctenarytaina eucalypti]
58	ref|AFP85596.1|ref|AFP85596.1|	ribosomal protein L5 [secondary endosymbiont of Heteropsylla cubana]
61	ref|CUX96895.1|ref|CUX96895.1|	Protein GrpE [Candidatus Doolittlea endobia]
61	ref|CUX96359.1|ref|CUX96359.1|	Protein GrpE [Candidatus Gullanella endobia]
61	ref|ATW22911.1|ref|ATW22911.1|	nucleotide exchange factor GrpE [Candidatus Hamiltonella defensa]
61	ref|CUX97469.1|ref|CUX97469.1|	Protein GrpE [Candidatus Hoaglandella endobia]
61	ref|WP_067569277.1|ref|WP_067569277.1|	nucleotide exchange factor GrpE [Candidatus Mikella endobia]
61	ref|AEI75044.1|ref|AEI75044.1|	putative heat shock protein GrpE [Candidatus Moranella endobia PCIT]
61	ref|AGJ61292.1|ref|AGJ61292.1|	Protein grpE [Candidatus Moranella endobia PCVAL]
61	ref|AHF74630.1|ref|AHF74630.1|	heat shock protein GrpE [Candidatus Sodalis pierantonius str. SOPE]
61	ref|BBI91461.1|ref|BBI91461.1|	protein GrpE [Serratia symbiotica]
61	ref|KYP97045.1|ref|KYP97045.1|	heat shock protein GrpE [Sodalis-like endosymbiont of Proechinophthirus fluctus]
61	ref|SNC58948.1|ref|SNC58948.1|	heat shock protein [Sodalis endosymbiont of Henestaris halophilus]
61	ref|BAE75073.1|ref|BAE75073.1|	heat shock protein GrpE [Sodalis glossinidius str. morsitans]
61	fig|1173031.7.peg.2460|fig|1173031.7.peg.2460|	unlabeled protein [Sodalis melophagi]
61	ref|WP_025421288.1|ref|WP_025421288.1|	nucleotide exchange factor GrpE [Sodalis praecaptivus]
61	ref|AFP84808.1|ref|AFP84808.1|	molecular chaperone GrpE (heat shock protein) [secondary endosymbiont of Ctenarytaina eucalypti]
61	ref|AFP85702.1|ref|AFP85702.1|	molecular chaperone GrpE (heat shock protein) [secondary endosymbiont of Heteropsylla cubana]
62	ref|CUX96549.1|ref|CUX96549.1|	DNA polymerase III subunit tau [Candidatus Doolittlea endobia]
62	ref|CUX95852.1|ref|CUX95852.1|	DNA polymerase III subunit tau [Candidatus Gullanella endobia]
62	ref|ATW23190.1|ref|ATW23190.1|	DNA polymerase III subunit gamma/tau [Candidatus Hamiltonella defensa]
62	ref|CUX97351.1|ref|CUX97351.1|	DNA polymerase III subunit tau [Candidatus Hoaglandella endobia]
62	ref|WP_082797668.1|ref|WP_082797668.1|	DNA polymerase III subunit gamma/tau [Candidatus Mikella endobia]
62	ref|AEI74721.1|ref|AEI74721.1|	DNA polymerase III gamma and tau subunits [Candidatus Moranella endobia PCIT]
62	ref|AGJ61377.1|ref|AGJ61377.1|	DNA polymerase III subunit tau [Candidatus Moranella endobia PCVAL]
62	ref|AHF75033.1|ref|AHF75033.1|	DNA polymerase III gamma and tau subunits [Candidatus Sodalis pierantonius str. SOPE]
62	ref|BBI91701.1|ref|BBI91701.1|	DNA polymerase III subunit gamma/tau [Serratia symbiotica]
62	ref|KYP95650.1|ref|KYP95650.1|	DNA polymerase III subunits gamma and tau, partial [Sodalis-like endosymbiont of Proechinophthirus fluctus]
62	ref|SNC59087.1|ref|SNC59087.1|	DNA polymerase III subunit tau [Sodalis endosymbiont of Henestaris halophilus]
62	ref|BAE73964.1|ref|BAE73964.1|	DNA polymerase III gamma and tau subunits [Sodalis glossinidius str. morsitans]
62	fig|1173031.7.peg.919|fig|1173031.7.peg.919|	unlabeled protein [Sodalis melophagi]
62	ref|WP_025423127.1|ref|WP_025423127.1|	DNA polymerase III subunit gamma/tau [Sodalis praecaptivus]
62	ref|AFP85008.1|ref|AFP85008.1|	DNA polymerase III, subunit gamma/tau [secondary endosymbiont of Ctenarytaina eucalypti]
62	ref|AFP85724.1|ref|AFP85724.1|	DNA polymerase III, subunit gamma/tau [secondary endosymbiont of Heteropsylla cubana]
68	ref|CUX96411.1|ref|CUX96411.1|	50S ribosomal protein L20 [Candidatus Doolittlea endobia]
68	ref|CUX95892.1|ref|CUX95892.1|	50S ribosomal protein L20 [Candidatus Gullanella endobia]
68	ref|ATW22972.1|ref|ATW22972.1|	50S ribosomal protein L20 [Candidatus Hamiltonella defensa]
68	ref|CUX97158.1|ref|CUX97158.1|	50S ribosomal protein L20 [Candidatus Hoaglandella endobia]
68	ref|WP_067569534.1|ref|WP_067569534.1|	50S ribosomal protein L20 [Candidatus Mikella endobia]
68	ref|AEI74886.1|ref|AEI74886.1|	50S ribosomal protein L20 [Candidatus Moranella endobia PCIT]
68	ref|AGJ61132.1|ref|AGJ61132.1|	50S ribosomal protein L20 [Candidatus Moranella endobia PCVAL]
68	ref|AHF74169.1|ref|AHF74169.1|	LSU ribosomal protein L20p [Candidatus Sodalis pierantonius str. SOPE]
68	ref|BBI91683.1|ref|BBI91683.1|	50S ribosomal protein L20 [Serratia symbiotica]
68	ref|KYP97468.1|ref|KYP97468.1|	50S ribosomal protein L20 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
68	ref|SNC58814.1|ref|SNC58814.1|	50S ribosomal protein L20 [Sodalis endosymbiont of Henestaris halophilus]
68	ref|BAE74696.1|ref|BAE74696.1|	50S ribosomal protein L20 [Sodalis glossinidius str. morsitans]
68	fig|1173031.7.peg.3035|fig|1173031.7.peg.3035|	unlabeled protein [Sodalis melophagi]
68	ref|WP_025422258.1|ref|WP_025422258.1|	50S ribosomal protein L20 [Sodalis praecaptivus]
68	ref|AFP84566.1|ref|AFP84566.1|	ribosomal protein L20 [secondary endosymbiont of Ctenarytaina eucalypti]
68	ref|AFP85667.1|ref|AFP85667.1|	ribosomal protein L20 [secondary endosymbiont of Heteropsylla cubana]
71	ref|CUX96400.1|ref|CUX96400.1|	50S ribosomal protein L13 [Candidatus Doolittlea endobia]
71	ref|CUX96254.1|ref|CUX96254.1|	50S ribosomal protein L13 [Candidatus Gullanella endobia]
71	ref|ATW22551.1|ref|ATW22551.1|	50S ribosomal protein L13 [Candidatus Hamiltonella defensa]
71	ref|CUX97031.1|ref|CUX97031.1|	50S ribosomal protein L13 [Candidatus Hoaglandella endobia]
71	ref|WP_067569551.1|ref|WP_067569551.1|	50S ribosomal protein L13 [Candidatus Mikella endobia]
71	ref|AEI74948.1|ref|AEI74948.1|	50S ribosomal protein L13 [Candidatus Moranella endobia PCIT]
71	ref|AGJ61196.1|ref|AGJ61196.1|	50S ribosomal protein L13 [Candidatus Moranella endobia PCVAL]
71	ref|AHF72918.1|ref|AHF72918.1|	LSU ribosomal protein L13p (L13Ae) [Candidatus Sodalis pierantonius str. SOPE]
71	ref|BBI92331.1|ref|BBI92331.1|	50S ribosomal protein L13 [Serratia symbiotica]
71	ref|KYP95860.1|ref|KYP95860.1|	50S ribosomal protein L13 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
71	ref|SNC59044.1|ref|SNC59044.1|	50S ribosomal protein L13 [Sodalis endosymbiont of Henestaris halophilus]
71	ref|BAE73491.1|ref|BAE73491.1|	50S ribosomal protein L13 [Sodalis glossinidius str. morsitans]
71	fig|1173031.7.peg.4589|fig|1173031.7.peg.4589|	unlabeled protein [Sodalis melophagi]
71	ref|WP_011410080.1|ref|WP_011410080.1|	MULTISPECIES: 50S ribosomal protein L13 [Sodalis praecaptivus]
71	ref|AFP85178.1|ref|AFP85178.1|	ribosomal protein L13, bacterial type [secondary endosymbiont of Ctenarytaina eucalypti]
71	ref|AFP85748.1|ref|AFP85748.1|	ribosomal protein L13, bacterial type [secondary endosymbiont of Heteropsylla cubana]
72	ref|CUX96660.1|ref|CUX96660.1|	Chaperone protein DnaJ [Candidatus Doolittlea endobia]
72	ref|CUX96107.1|ref|CUX96107.1|	Chaperone protein DnaJ [Candidatus Gullanella endobia]
72	ref|ATW21904.1|ref|ATW21904.1|	molecular chaperone DnaJ [Candidatus Hamiltonella defensa]
72	ref|CUX97330.1|ref|CUX97330.1|	Chaperone protein DnaJ [Candidatus Hoaglandella endobia]
72	ref|WP_067568931.1|ref|WP_067568931.1|	molecular chaperone DnaJ [Candidatus Mikella endobia]
72	ref|AEI74745.1|ref|AEI74745.1|	chaperone protein DnaJ [Candidatus Moranella endobia PCIT]
72	ref|AGJ61401.1|ref|AGJ61401.1|	Chaperone protein DnaJ [Candidatus Moranella endobia PCVAL]
72	ref|AHF73614.1|ref|AHF73614.1|	chaperone protein DnaJ [Candidatus Sodalis pierantonius str. SOPE]
72	ref|BBI92005.1|ref|BBI92005.1|	chaperone protein DnaJ [Serratia symbiotica]
72	ref|KYP97673.1|ref|KYP97673.1|	molecular chaperone DnaJ [Sodalis-like endosymbiont of Proechinophthirus fluctus]
72	ref|SNC58572.1|ref|SNC58572.1|	Chaperone protein DnaJ [Sodalis endosymbiont of Henestaris halophilus]
72	ref|BAE73685.1|ref|BAE73685.1|	chaperone protein DnaJ [Sodalis glossinidius str. morsitans]
72	fig|1173031.7.peg.3590|fig|1173031.7.peg.3590|	unlabeled protein [Sodalis melophagi]
72	ref|WP_025423526.1|ref|WP_025423526.1|	molecular chaperone DnaJ [Sodalis praecaptivus]
72	ref|AFP84929.1|ref|AFP84929.1|	chaperone protein DnaJ [secondary endosymbiont of Ctenarytaina eucalypti]
72	ref|AFP85440.1|ref|AFP85440.1|	chaperone protein DnaJ [secondary endosymbiont of Heteropsylla cubana]
73	ref|CUX96868.1|ref|CUX96868.1|	Shikimate kinase 1 [Candidatus Doolittlea endobia]
73	ref|CUX95734.1|ref|CUX95734.1|	Shikimate kinase 1 [Candidatus Gullanella endobia]
73	ref|ATW22827.1|ref|ATW22827.1|	shikimate kinase I [Candidatus Hamiltonella defensa]
73	ref|CUX97359.1|ref|CUX97359.1|	Shikimate kinase 1 [Candidatus Hoaglandella endobia]
73	ref|WP_067569294.1|ref|WP_067569294.1|	shikimate kinase AroK [Candidatus Mikella endobia]
73	ref|AEI74988.1|ref|AEI74988.1|	putative shikimate kinase I [Candidatus Moranella endobia PCIT]
73	ref|AGJ61236.1|ref|AGJ61236.1|	Shikimate kinase 1 [Candidatus Moranella endobia PCVAL]
73	ref|AHF72979.1|ref|AHF72979.1|	shikimate kinase I [Candidatus Sodalis pierantonius str. SOPE]
73	ref|BBI91613.1|ref|BBI91613.1|	shikimate kinase 1 [Serratia symbiotica]
73	ref|KYP97545.1|ref|KYP97545.1|	shikimate kinase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
73	ref|SNC58385.1|ref|SNC58385.1|	Shikimate kinase 1 [Sodalis endosymbiont of Henestaris halophilus]
73	ref|BAE75584.1|ref|BAE75584.1|	shikimate kinase I [Sodalis glossinidius str. morsitans]
73	fig|1173031.7.peg.3991|fig|1173031.7.peg.3991|	unlabeled protein [Sodalis melophagi]
73	ref|WP_025420639.1|ref|WP_025420639.1|	shikimate kinase [Sodalis praecaptivus]
73	ref|AFP85137.1|ref|AFP85137.1|	shikimate kinase [secondary endosymbiont of Ctenarytaina eucalypti]
73	ref|AFP85670.1|ref|AFP85670.1|	shikimate kinase [secondary endosymbiont of Heteropsylla cubana]
74	ref|CUX96815.1|ref|CUX96815.1|	30S ribosomal protein S8 [Candidatus Doolittlea endobia]
74	ref|CUX96204.1|ref|CUX96204.1|	30S ribosomal protein S8 [Candidatus Gullanella endobia]
74	ref|ATW22995.1|ref|ATW22995.1|	30S ribosomal protein S8 [Candidatus Hamiltonella defensa]
74	ref|CUX97088.1|ref|CUX97088.1|	30S ribosomal protein S8 [Candidatus Hoaglandella endobia]
74	ref|WP_067569109.1|ref|WP_067569109.1|	30S ribosomal protein S8 [Candidatus Mikella endobia]
74	ref|AEI75029.1|ref|AEI75029.1|	putative 30S ribosomal protein S8 [Candidatus Moranella endobia PCIT]
74	ref|AGJ61277.1|ref|AGJ61277.1|	30S ribosomal protein S8 [Candidatus Moranella endobia PCVAL]
74	ref|AHF72859.1|ref|AHF72859.1|	SSU ribosomal protein S8p (S15Ae) [Candidatus Sodalis pierantonius str. SOPE]
74	ref|BBI91539.1|ref|BBI91539.1|	30S ribosomal protein S8 [Serratia symbiotica]
74	ref|KYP97635.1|ref|KYP97635.1|	30S ribosomal protein S8 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
74	ref|SNC58352.1|ref|SNC58352.1|	30S ribosomal protein S8 [Sodalis endosymbiont of Henestaris halophilus]
74	ref|BAE75539.1|ref|BAE75539.1|	30S ribosomal protein S8 [Sodalis glossinidius str. morsitans]
74	fig|1173031.7.peg.3921|fig|1173031.7.peg.3921|	unlabeled protein [Sodalis melophagi]
74	ref|WP_025420684.1|ref|WP_025420684.1|	30S ribosomal protein S8 [Sodalis praecaptivus]
74	ref|AFP84716.1|ref|AFP84716.1|	ribosomal protein S8 [secondary endosymbiont of Ctenarytaina eucalypti]
74	ref|AFP85594.1|ref|AFP85594.1|	ribosomal protein S8 [secondary endosymbiont of Heteropsylla cubana]
75	ref|CUX96803.1|ref|CUX96803.1|	50S ribosomal protein L17 [Candidatus Doolittlea endobia]
75	ref|CUX96216.1|ref|CUX96216.1|	50S ribosomal protein L17 [Candidatus Gullanella endobia]
75	ref|ATW22984.1|ref|ATW22984.1|	50S ribosomal protein L17 [Candidatus Hamiltonella defensa]
75	ref|CUX97076.1|ref|CUX97076.1|	50S ribosomal protein L17 [Candidatus Hoaglandella endobia]
75	ref|WP_067569067.1|ref|WP_067569067.1|	50S ribosomal protein L17 [Candidatus Mikella endobia]
75	ref|AEI75041.1|ref|AEI75041.1|	50S ribosomal protein L17 [Candidatus Moranella endobia PCIT]
75	ref|AGJ61289.1|ref|AGJ61289.1|	50S ribosomal protein L17 [Candidatus Moranella endobia PCVAL]
75	ref|AHF72847.1|ref|AHF72847.1|	LSU ribosomal protein L17p [Candidatus Sodalis pierantonius str. SOPE]
75	ref|BBI91529.1|ref|BBI91529.1|	50S ribosomal protein L17 [Serratia symbiotica]
75	ref|KYP97646.1|ref|KYP97646.1|	50S ribosomal protein L17 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
75	ref|SNC58340.1|ref|SNC58340.1|	50S ribosomal protein L17 [Sodalis endosymbiont of Henestaris halophilus]
75	ref|BAE75527.1|ref|BAE75527.1|	50S ribosomal protein L17 [Sodalis glossinidius str. morsitans]
75	fig|1173031.7.peg.3909|fig|1173031.7.peg.3909|	unlabeled protein [Sodalis melophagi]
75	ref|WP_025420691.1|ref|WP_025420691.1|	50S ribosomal protein L17 [Sodalis praecaptivus]
75	ref|AFP84704.1|ref|AFP84704.1|	ribosomal protein L17 [secondary endosymbiont of Ctenarytaina eucalypti]
75	ref|AFP85582.1|ref|AFP85582.1|	ribosomal protein L17 [secondary endosymbiont of Heteropsylla cubana]
77	ref|CUX96863.1|ref|CUX96863.1|	RNA polymerase sigma factor RpoD [Candidatus Doolittlea endobia]
77	ref|CUX96259.1|ref|CUX96259.1|	RNA polymerase sigma factor RpoD [Candidatus Gullanella endobia]
77	ref|ATW22120.1|ref|ATW22120.1|	RNA polymerase sigma factor RpoD [Candidatus Hamiltonella defensa]
77	ref|CUX97248.1|ref|CUX97248.1|	RNA polymerase sigma factor RpoD [Candidatus Hoaglandella endobia]
77	ref|WP_067569268.1|ref|WP_067569268.1|	RNA polymerase sigma factor RpoD [Candidatus Mikella endobia]
77	ref|AEI74876.1|ref|AEI74876.1|	putative RNA polymerase sigma factor RpoD [Candidatus Moranella endobia PCIT]
77	ref|AGJ61122.1|ref|AGJ61122.1|	RNA polymerase sigma factor rpoD [Candidatus Moranella endobia PCVAL]
77	ref|AHF73497.1|ref|AHF73497.1|	RNA polymerase sigma factor RpoD [Candidatus Sodalis pierantonius str. SOPE]
77	ref|BBI91095.1|ref|BBI91095.1|	RNA polymerase sigma factor RpoD [Serratia symbiotica]
77	ref|KYP96275.1|ref|KYP96275.1|	RNA polymerase sigma factor RpoD, partial [Sodalis-like endosymbiont of Proechinophthirus fluctus]
77	ref|SNC58605.1|ref|SNC58605.1|	RNA polymerase sigma factor RpoD [Sodalis endosymbiont of Henestaris halophilus]
77	ref|BAE73526.1|ref|BAE73526.1|	RNA polymerase sigma-70 factor RpoD [Sodalis glossinidius str. morsitans]
77	fig|1173031.7.peg.4714|fig|1173031.7.peg.4714|	unlabeled protein [Sodalis melophagi]
77	ref|WP_071882045.1|ref|WP_071882045.1|	RNA polymerase sigma factor RpoD [Sodalis praecaptivus]
77	ref|AFP85025.1|ref|AFP85025.1|	RNA polymerase sigma factor, sigma-70 family [secondary endosymbiont of Ctenarytaina eucalypti]
77	ref|AFP85671.1|ref|AFP85671.1|	RNA polymerase sigma factor, sigma-70 family [secondary endosymbiont of Heteropsylla cubana]
79	ref|CUX96453.1|ref|CUX96453.1|	SsrA-binding protein [Candidatus Doolittlea endobia]
79	ref|CUX96358.1|ref|CUX96358.1|	SsrA-binding protein [Candidatus Gullanella endobia]
79	ref|ATW22158.1|ref|ATW22158.1|	SsrA-binding protein [Candidatus Hamiltonella defensa]
79	ref|CUX97467.1|ref|CUX97467.1|	SsrA-binding protein [Candidatus Hoaglandella endobia]
79	ref|WP_067569280.1|ref|WP_067569280.1|	SsrA-binding protein SmpB [Candidatus Mikella endobia]
79	ref|AEI75045.1|ref|AEI75045.1|	SsrA-binding protein [Candidatus Moranella endobia PCIT]
79	ref|AGJ61293.1|ref|AGJ61293.1|	SsrA-binding protein [Candidatus Moranella endobia PCVAL]
79	ref|AHF74644.1|ref|AHF74644.1|	tmRNA-binding protein SmpB [Candidatus Sodalis pierantonius str. SOPE]
79	ref|BBI91454.1|ref|BBI91454.1|	ssrA-binding protein [Serratia symbiotica]
79	ref|KYP97039.1|ref|KYP97039.1|	SsrA-binding protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
79	ref|SNC58952.1|ref|SNC58952.1|	SsrA-binding protein [Sodalis endosymbiont of Henestaris halophilus]
79	ref|BAE75079.1|ref|BAE75079.1|	small protein B [Sodalis glossinidius str. morsitans]
79	fig|1173031.7.peg.2454|fig|1173031.7.peg.2454|	unlabeled protein [Sodalis melophagi]
79	ref|WP_025421282.1|ref|WP_025421282.1|	SsrA-binding protein SmpB [Sodalis praecaptivus]
79	ref|AFP84418.1|ref|AFP84418.1|	SsrA-binding protein [secondary endosymbiont of Ctenarytaina eucalypti]
79	ref|AFP85641.1|ref|AFP85641.1|	SsrA-binding protein [secondary endosymbiont of Heteropsylla cubana]
80	ref|CUX96567.1|ref|CUX96567.1|	30S ribosomal protein S18 [Candidatus Doolittlea endobia]
80	ref|CUX96127.1|ref|CUX96127.1|	30S ribosomal protein S18 [Candidatus Gullanella endobia]
80	ref|ATW22067.1|ref|ATW22067.1|	30S ribosomal protein S18 [Candidatus Hamiltonella defensa]
80	ref|CUX97393.1|ref|CUX97393.1|	30S ribosomal protein S18 [Candidatus Hoaglandella endobia]
80	ref|WP_067569408.1|ref|WP_067569408.1|	30S ribosomal protein S18 [Candidatus Mikella endobia]
80	ref|AEI74762.1|ref|AEI74762.1|	30S ribosomal protein S18 [Candidatus Moranella endobia PCIT]
80	ref|AGJ61419.1|ref|AGJ61419.1|	30S ribosomal protein S18 [Candidatus Moranella endobia PCVAL]
80	ref|AHF73522.1|ref|AHF73522.1|	SSU ribosomal protein S18p [Candidatus Sodalis pierantonius str. SOPE]
80	ref|BBI92213.1|ref|BBI92213.1|	30S ribosomal protein S18 [Serratia symbiotica]
80	ref|KYP97724.1|ref|KYP97724.1|	30S ribosomal protein S18 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
80	ref|SNC58691.1|ref|SNC58691.1|	30S ribosomal protein S18 [Sodalis endosymbiont of Henestaris halophilus]
80	ref|BAE73622.1|ref|BAE73622.1|	30S ribosomal protein S18 [Sodalis glossinidius str. morsitans]
80	fig|1173031.7.peg.3498|fig|1173031.7.peg.3498|	unlabeled protein [Sodalis melophagi]
80	ref|WP_005974788.1|ref|WP_005974788.1|	MULTISPECIES: 30S ribosomal protein S18 [Sodalis praecaptivus]
80	ref|AFP84506.1|ref|AFP84506.1|	ribosomal protein S18 [secondary endosymbiont of Ctenarytaina eucalypti]
80	ref|AFP85443.1|ref|AFP85443.1|	ribosomal protein S18 [secondary endosymbiont of Heteropsylla cubana]
81	ref|CUX96871.1|ref|CUX96871.1|	Tryptophan--tRNA ligase [Candidatus Doolittlea endobia]
81	ref|CUX95740.1|ref|CUX95740.1|	Tryptophan--tRNA ligase [Candidatus Gullanella endobia]
81	ref|ATW22822.1|ref|ATW22822.1|	tryptophan--tRNA ligase [Candidatus Hamiltonella defensa]
81	ref|CUX97357.1|ref|CUX97357.1|	Tryptophan--tRNA ligase [Candidatus Hoaglandella endobia]
81	ref|WP_067569291.1|ref|WP_067569291.1|	tryptophan--tRNA ligase [Candidatus Mikella endobia]
81	ref|AEI74712.1|ref|AEI74712.1|	tryptophanyl-tRNA synthetase [Candidatus Moranella endobia PCIT]
81	ref|AGJ61368.1|ref|AGJ61368.1|	Tryptophanyl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
81	ref|AHF72973.1|ref|AHF72973.1|	tryptophanyl-tRNA synthase [Candidatus Sodalis pierantonius str. SOPE]
81	ref|BBI91619.1|ref|BBI91619.1|	tryptophan--tRNA ligase [Serratia symbiotica]
81	ref|KYP97554.1|ref|KYP97554.1|	tryptophanyl-tRNA synthetase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
81	ref|SNC58381.1|ref|SNC58381.1|	Tryptophan--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
81	ref|BAE75579.1|ref|BAE75579.1|	tryptophanyl-tRNA synthase [Sodalis glossinidius str. morsitans]
81	fig|1173031.7.peg.3984|fig|1173031.7.peg.3984|	unlabeled protein [Sodalis melophagi]
81	ref|WP_025420645.1|ref|WP_025420645.1|	tryptophan--tRNA ligase [Sodalis praecaptivus]
81	ref|AFP85140.1|ref|AFP85140.1|	tryptophanyl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
81	ref|AFP85430.1|ref|AFP85430.1|	tryptophanyl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
82	ref|CUX96727.1|ref|CUX96727.1|	Serine--tRNA ligase [Candidatus Doolittlea endobia]
82	ref|CUX96277.1|ref|CUX96277.1|	Serine--tRNA ligase [Candidatus Gullanella endobia]
82	ref|ATW22571.1|ref|ATW22571.1|	serine--tRNA ligase [Candidatus Hamiltonella defensa]
82	ref|CUX97172.1|ref|CUX97172.1|	Serine--tRNA ligase [Candidatus Hoaglandella endobia]
82	ref|WP_067569488.1|ref|WP_067569488.1|	serine--tRNA ligase [Candidatus Mikella endobia]
82	ref|AEI74738.1|ref|AEI74738.1|	seryl-tRNA synthetase [Candidatus Moranella endobia PCIT]
82	ref|AGJ61394.1|ref|AGJ61394.1|	Seryl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
82	ref|AHF73962.1|ref|AHF73962.1|	seryl-tRNA synthetase [Candidatus Sodalis pierantonius str. SOPE]
82	ref|BBI92780.1|ref|BBI92780.1|	serine--tRNA ligase [Serratia symbiotica]
82	ref|KYP97809.1|ref|KYP97809.1|	seryl-tRNA synthetase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
82	ref|SNC59138.1|ref|SNC59138.1|	Serine--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
82	ref|BAE74386.1|ref|BAE74386.1|	seryl-tRNA synthase [Sodalis glossinidius str. morsitans]
82	fig|1173031.7.peg.5712|fig|1173031.7.peg.5712|	unlabeled protein [Sodalis melophagi]
82	ref|WP_025422814.1|ref|WP_025422814.1|	serine--tRNA ligase [Sodalis praecaptivus]
82	ref|AFP84827.1|ref|AFP84827.1|	seryl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
82	ref|AFP85818.1|ref|AFP85818.1|	seryl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
83	ref|CUX96435.1|ref|CUX96435.1|	50S ribosomal protein L33 [Candidatus Doolittlea endobia]
83	ref|CUX96229.1|ref|CUX96229.1|	50S ribosomal protein L33 [Candidatus Gullanella endobia]
83	ref|ATW23048.1|ref|ATW23048.1|	50S ribosomal protein L33 [Candidatus Hamiltonella defensa]
83	ref|CUX96970.1|ref|CUX96970.1|	50S ribosomal protein L33 [Candidatus Hoaglandella endobia]
83	ref|WP_067569384.1|ref|WP_067569384.1|	50S ribosomal protein L33 [Candidatus Mikella endobia]
83	ref|AEI74719.1|ref|AEI74719.1|	50S ribosomal protein L33 [Candidatus Moranella endobia PCIT]
83	ref|AGJ61375.1|ref|AGJ61375.1|	50S ribosomal protein L33 [Candidatus Moranella endobia PCVAL]
83	ref|AHF73294.1|ref|AHF73294.1|	50S ribosomal protein L33 [Candidatus Sodalis pierantonius str. SOPE]
83	ref|BBI92675.1|ref|BBI92675.1|	50S ribosomal protein L33 [Serratia symbiotica]
83	ref|KYP96331.1|ref|KYP96331.1|	50S ribosomal protein L33 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
83	ref|SNC58533.1|ref|SNC58533.1|	50S ribosomal protein L33 [Sodalis endosymbiont of Henestaris halophilus]
83	ref|BAE75482.1|ref|BAE75482.1|	50S ribosomal protein L33 [Sodalis glossinidius str. morsitans]
83	fig|1173031.7.peg.4729|fig|1173031.7.peg.4729|	unlabeled protein [Sodalis melophagi]
83	ref|WP_011412018.1|ref|WP_011412018.1|	MULTISPECIES: 50S ribosomal protein L33 [Sodalis praecaptivus]
83	ref|AFP84820.1|ref|AFP84820.1|	ribosomal protein L33 [secondary endosymbiont of Ctenarytaina eucalypti]
83	ref|AFP85390.1|ref|AFP85390.1|	ribosomal protein L33 [secondary endosymbiont of Heteropsylla cubana]
84	ref|CUX96676.1|ref|CUX96676.1|	Valine--tRNA ligase [Candidatus Doolittlea endobia]
84	ref|CUX96244.1|ref|CUX96244.1|	Valine--tRNA ligase [Candidatus Gullanella endobia]
84	ref|ATW21781.1|ref|ATW21781.1|	valine--tRNA ligase [Candidatus Hamiltonella defensa]
84	ref|CUX97235.1|ref|CUX97235.1|	Valine--tRNA ligase [Candidatus Hoaglandella endobia]
84	ref|WP_067569571.1|ref|WP_067569571.1|	valine--tRNA ligase [Candidatus Mikella endobia]
