#OG	member_id	member_annotation
56	ref|AHF75050.1|ref|AHF75050.1|	ATP-dependent Clp protease ATP-binding subunit ClpX [Candidatus Sodalis pierantonius str. SOPE]
56	ref|BBI92711.1|ref|BBI92711.1|	ATP-dependent Clp protease ATP-binding subunit ClpX [Serratia symbiotica]
56	ref|KYP95611.1|ref|KYP95611.1|	Clp protease ClpX [Sodalis-like endosymbiont of Proechinophthirus fluctus]
56	ref|SNC58496.1|ref|SNC58496.1|	ATP-dependent Clp protease ATP-binding subunit ClpX [Sodalis endosymbiont of Henestaris halophilus]
56	ref|BAE73947.1|ref|BAE73947.1|	ATP-dependent Clp protease ATP-binding subunit [Sodalis glossinidius str. morsitans]
56	fig|1173031.7.peg.4152|fig|1173031.7.peg.4152|	unlabeled protein [Sodalis melophagi]
56	ref|WP_025423144.1|ref|WP_025423144.1|	ATP-dependent protease ATP-binding subunit ClpX [Sodalis praecaptivus]
56	ref|AFP85325.1|ref|AFP85325.1|	endopeptidase Clp ATP-binding regulatory subunit ClpX [secondary endosymbiont of Ctenarytaina eucalypti]
56	ref|AFP85895.1|ref|AFP85895.1|	endopeptidase Clp ATP-binding regulatory subunit ClpX [secondary endosymbiont of Heteropsylla cubana]
58	fig|634115.3.peg.549|fig|634115.3.peg.549|	unlabeled protein [Arsenophenous melophagi]
58	fig|634115.4.peg.549|fig|634115.4.peg.549|	unlabeled protein [Arsenophenous melophagi]
58	ref|BAB13205.1|ref|BAB13205.1|	50S ribosomal protein L5 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
58	ref|AAO27161.1|ref|AAO27161.1|	50S ribosomal protein L5 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
58	ref|CUX96817.1|ref|CUX96817.1|	50S ribosomal protein L5 [Candidatus Doolittlea endobia]
58	ref|CUX96202.1|ref|CUX96202.1|	50S ribosomal protein L5 [Candidatus Gullanella endobia]
58	ref|ATW22997.1|ref|ATW22997.1|	50S ribosomal protein L5 [Candidatus Hamiltonella defensa]
58	ref|CUX97090.1|ref|CUX97090.1|	50S ribosomal protein L5 [Candidatus Hoaglandella endobia]
58	ref|WP_067569115.1|ref|WP_067569115.1|	50S ribosomal protein L5 [Candidatus Mikella endobia]
58	ref|AEI75027.1|ref|AEI75027.1|	putative ribosomal protein L5 [Candidatus Moranella endobia PCIT]
58	ref|AGJ61275.1|ref|AGJ61275.1|	50S ribosomal protein L5 [Candidatus Moranella endobia PCVAL]
58	ref|AHF72861.1|ref|AHF72861.1|	LSU ribosomal protein L5p (L11e) [Candidatus Sodalis pierantonius str. SOPE]
58	ref|BBI91541.1|ref|BBI91541.1|	50S ribosomal protein L5 [Serratia symbiotica]
58	ref|KYP97633.1|ref|KYP97633.1|	50S ribosomal protein L5 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
58	ref|SNC58354.1|ref|SNC58354.1|	50S ribosomal protein L5 [Sodalis endosymbiont of Henestaris halophilus]
58	ref|BAE75541.1|ref|BAE75541.1|	50S ribosomal protein L5 [Sodalis glossinidius str. morsitans]
58	fig|1173031.7.peg.3923|fig|1173031.7.peg.3923|	unlabeled protein [Sodalis melophagi]
58	ref|WP_025420683.1|ref|WP_025420683.1|	50S ribosomal protein L5 [Sodalis praecaptivus]
58	ref|AFP84718.1|ref|AFP84718.1|	ribosomal protein L5 [secondary endosymbiont of Ctenarytaina eucalypti]
58	ref|AFP85596.1|ref|AFP85596.1|	ribosomal protein L5 [secondary endosymbiont of Heteropsylla cubana]
61	fig|634115.3.peg.1082|fig|634115.3.peg.1082|	unlabeled protein [Arsenophenous melophagi]
61	fig|634115.4.peg.1082|fig|634115.4.peg.1082|	unlabeled protein [Arsenophenous melophagi]
61	ref|BAB12962.1|ref|BAB12962.1|	heat shock protein grpE 1 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
61	ref|BAB12901.1|ref|BAB12901.1|	heat shock protein grpE 2 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
61	ref|AAO26960.1|ref|AAO26960.1|	GrpE protein [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
61	ref|AAO26906.1|ref|AAO26906.1|	GrpE protein 2 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
61	ref|CUX96895.1|ref|CUX96895.1|	Protein GrpE [Candidatus Doolittlea endobia]
61	ref|CUX96359.1|ref|CUX96359.1|	Protein GrpE [Candidatus Gullanella endobia]
61	ref|ATW22911.1|ref|ATW22911.1|	nucleotide exchange factor GrpE [Candidatus Hamiltonella defensa]
61	ref|CUX97469.1|ref|CUX97469.1|	Protein GrpE [Candidatus Hoaglandella endobia]
61	ref|WP_067569277.1|ref|WP_067569277.1|	nucleotide exchange factor GrpE [Candidatus Mikella endobia]
61	ref|AEI75044.1|ref|AEI75044.1|	putative heat shock protein GrpE [Candidatus Moranella endobia PCIT]
61	ref|AGJ61292.1|ref|AGJ61292.1|	Protein grpE [Candidatus Moranella endobia PCVAL]
61	ref|AHF74630.1|ref|AHF74630.1|	heat shock protein GrpE [Candidatus Sodalis pierantonius str. SOPE]
61	ref|BBI91461.1|ref|BBI91461.1|	protein GrpE [Serratia symbiotica]
61	ref|KYP97045.1|ref|KYP97045.1|	heat shock protein GrpE [Sodalis-like endosymbiont of Proechinophthirus fluctus]
61	ref|SNC58948.1|ref|SNC58948.1|	heat shock protein [Sodalis endosymbiont of Henestaris halophilus]
61	ref|BAE75073.1|ref|BAE75073.1|	heat shock protein GrpE [Sodalis glossinidius str. morsitans]
61	fig|1173031.7.peg.2460|fig|1173031.7.peg.2460|	unlabeled protein [Sodalis melophagi]
61	ref|WP_025421288.1|ref|WP_025421288.1|	nucleotide exchange factor GrpE [Sodalis praecaptivus]
61	ref|AFP84808.1|ref|AFP84808.1|	molecular chaperone GrpE (heat shock protein) [secondary endosymbiont of Ctenarytaina eucalypti]
61	ref|AFP85702.1|ref|AFP85702.1|	molecular chaperone GrpE (heat shock protein) [secondary endosymbiont of Heteropsylla cubana]
62	fig|634115.3.peg.442|fig|634115.3.peg.442|	unlabeled protein [Arsenophenous melophagi]
62	fig|634115.4.peg.442|fig|634115.4.peg.442|	unlabeled protein [Arsenophenous melophagi]
62	ref|BAB13178.1|ref|BAB13178.1|	DNA polymerase III subunits gamma and tau [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
62	ref|AAO27135.1|ref|AAO27135.1|	DNA polymerase III subunit gamma [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
62	ref|CUX96549.1|ref|CUX96549.1|	DNA polymerase III subunit tau [Candidatus Doolittlea endobia]
62	ref|CUX95852.1|ref|CUX95852.1|	DNA polymerase III subunit tau [Candidatus Gullanella endobia]
62	ref|ATW23190.1|ref|ATW23190.1|	DNA polymerase III subunit gamma/tau [Candidatus Hamiltonella defensa]
62	ref|CUX97351.1|ref|CUX97351.1|	DNA polymerase III subunit tau [Candidatus Hoaglandella endobia]
62	ref|WP_082797668.1|ref|WP_082797668.1|	DNA polymerase III subunit gamma/tau [Candidatus Mikella endobia]
62	ref|AEI74721.1|ref|AEI74721.1|	DNA polymerase III gamma and tau subunits [Candidatus Moranella endobia PCIT]
62	ref|AGJ61377.1|ref|AGJ61377.1|	DNA polymerase III subunit tau [Candidatus Moranella endobia PCVAL]
62	ref|AHF75033.1|ref|AHF75033.1|	DNA polymerase III gamma and tau subunits [Candidatus Sodalis pierantonius str. SOPE]
62	ref|BBI91701.1|ref|BBI91701.1|	DNA polymerase III subunit gamma/tau [Serratia symbiotica]
62	ref|KYP95650.1|ref|KYP95650.1|	DNA polymerase III subunits gamma and tau, partial [Sodalis-like endosymbiont of Proechinophthirus fluctus]
62	ref|SNC59087.1|ref|SNC59087.1|	DNA polymerase III subunit tau [Sodalis endosymbiont of Henestaris halophilus]
62	ref|BAE73964.1|ref|BAE73964.1|	DNA polymerase III gamma and tau subunits [Sodalis glossinidius str. morsitans]
62	fig|1173031.7.peg.919|fig|1173031.7.peg.919|	unlabeled protein [Sodalis melophagi]
62	ref|WP_025423127.1|ref|WP_025423127.1|	DNA polymerase III subunit gamma/tau [Sodalis praecaptivus]
62	ref|AFP85008.1|ref|AFP85008.1|	DNA polymerase III, subunit gamma/tau [secondary endosymbiont of Ctenarytaina eucalypti]
62	ref|AFP85724.1|ref|AFP85724.1|	DNA polymerase III, subunit gamma/tau [secondary endosymbiont of Heteropsylla cubana]
67	fig|634115.3.peg.1181|fig|634115.3.peg.1181|	unlabeled protein [Arsenophenous melophagi]
67	fig|634115.4.peg.1181|fig|634115.4.peg.1181|	unlabeled protein [Arsenophenous melophagi]
67	ref|BAB13237.1|ref|BAB13237.1|	single-strand binding protein [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
67	ref|AAO27193.1|ref|AAO27193.1|	single-strand binding protein [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
67	ref|CUX96641.1|ref|CUX96641.1|	Single-stranded DNA-binding protein [Candidatus Doolittlea endobia]
67	ref|CUX96289.1|ref|CUX96289.1|	Single-stranded DNA-binding protein [Candidatus Gullanella endobia]
67	ref|ATW22759.1|ref|ATW22759.1|	ssDNA-binding protein [Candidatus Hamiltonella defensa]
67	ref|CUX97319.1|ref|CUX97319.1|	Single-stranded DNA-binding protein [Candidatus Hoaglandella endobia]
67	ref|WP_067569444.1|ref|WP_067569444.1|	single-stranded DNA-binding protein [Candidatus Mikella endobia]
67	ref|AEI74692.1|ref|AEI74692.1|	single-strand DNA-binding protein [Candidatus Moranella endobia PCIT]
67	ref|AGJ61348.1|ref|AGJ61348.1|	Single-stranded DNA-binding protein [Candidatus Moranella endobia PCVAL]
67	ref|AHF73593.1|ref|AHF73593.1|	single-stranded DNA-binding protein [Candidatus Sodalis pierantonius str. SOPE]
67	ref|BBI92358.1|ref|BBI92358.1|	single-stranded DNA-binding protein [Serratia symbiotica]
67	ref|BBI91260.1|ref|BBI91260.1|	single-stranded DNA-binding protein [Serratia symbiotica]
67	ref|KYP95359.1|ref|KYP95359.1|	single-stranded DNA-binding protein [Sodalis-like endosymbiont of Proechinophthirus fluctus]
67	ref|SNC58475.1|ref|SNC58475.1|	Single-stranded DNA-binding protein [Sodalis endosymbiont of Henestaris halophilus]
67	ref|BAE75403.1|ref|BAE75403.1|	single-strand binding protein [Sodalis glossinidius str. morsitans]
67	fig|1173031.7.peg.4040|fig|1173031.7.peg.4040|	unlabeled protein [Sodalis melophagi]
67	fig|1173031.7.peg.2554|fig|1173031.7.peg.2554|	unlabeled protein [Sodalis melophagi]
67	ref|WP_025423955.1|ref|WP_025423955.1|	single-stranded DNA-binding protein SSB1 [Sodalis praecaptivus]
67	ref|AFP85130.1|ref|AFP85130.1|	single stranded DNA-binding protein [secondary endosymbiont of Ctenarytaina eucalypti]
67	ref|AFP85829.1|ref|AFP85829.1|	single stranded DNA-binding protein [secondary endosymbiont of Heteropsylla cubana]
68	fig|634115.3.peg.132|fig|634115.3.peg.132|	unlabeled protein [Arsenophenous melophagi]
68	fig|634115.4.peg.132|fig|634115.4.peg.132|	unlabeled protein [Arsenophenous melophagi]
68	ref|BAB12846.1|ref|BAB12846.1|	50S ribosomal protein L20 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
68	ref|AAO26856.1|ref|AAO26856.1|	50S ribosomal protein L20 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
68	ref|CUX96411.1|ref|CUX96411.1|	50S ribosomal protein L20 [Candidatus Doolittlea endobia]
68	ref|CUX95892.1|ref|CUX95892.1|	50S ribosomal protein L20 [Candidatus Gullanella endobia]
68	ref|ATW22972.1|ref|ATW22972.1|	50S ribosomal protein L20 [Candidatus Hamiltonella defensa]
68	ref|CUX97158.1|ref|CUX97158.1|	50S ribosomal protein L20 [Candidatus Hoaglandella endobia]
68	ref|WP_067569534.1|ref|WP_067569534.1|	50S ribosomal protein L20 [Candidatus Mikella endobia]
68	ref|AEI74886.1|ref|AEI74886.1|	50S ribosomal protein L20 [Candidatus Moranella endobia PCIT]
68	ref|AGJ61132.1|ref|AGJ61132.1|	50S ribosomal protein L20 [Candidatus Moranella endobia PCVAL]
68	ref|AHF74169.1|ref|AHF74169.1|	LSU ribosomal protein L20p [Candidatus Sodalis pierantonius str. SOPE]
68	ref|BBI91683.1|ref|BBI91683.1|	50S ribosomal protein L20 [Serratia symbiotica]
68	ref|KYP97468.1|ref|KYP97468.1|	50S ribosomal protein L20 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
68	ref|SNC58814.1|ref|SNC58814.1|	50S ribosomal protein L20 [Sodalis endosymbiont of Henestaris halophilus]
68	ref|BAE74696.1|ref|BAE74696.1|	50S ribosomal protein L20 [Sodalis glossinidius str. morsitans]
68	fig|1173031.7.peg.3035|fig|1173031.7.peg.3035|	unlabeled protein [Sodalis melophagi]
68	ref|WP_025422258.1|ref|WP_025422258.1|	50S ribosomal protein L20 [Sodalis praecaptivus]
68	ref|AFP84566.1|ref|AFP84566.1|	ribosomal protein L20 [secondary endosymbiont of Ctenarytaina eucalypti]
68	ref|AFP85667.1|ref|AFP85667.1|	ribosomal protein L20 [secondary endosymbiont of Heteropsylla cubana]
69	fig|634115.3.peg.481|fig|634115.3.peg.481|	unlabeled protein [Arsenophenous melophagi]
69	fig|634115.4.peg.481|fig|634115.4.peg.481|	unlabeled protein [Arsenophenous melophagi]
69	ref|BAB13142.1|ref|BAB13142.1|	leucyl-tRNA synthetase [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
69	ref|AAO27107.1|ref|AAO27107.1|	leucyl-tRNA synthetase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
69	ref|CUX96425.1|ref|CUX96425.1|	Leucine--tRNA ligase [Candidatus Doolittlea endobia]
69	ref|CUX96346.1|ref|CUX96346.1|	Leucine--tRNA ligase [Candidatus Gullanella endobia]
69	ref|ATW23148.1|ref|ATW23148.1|	leucine--tRNA ligase [Candidatus Hamiltonella defensa]
69	ref|CUX97315.1|ref|CUX97315.1|	Leucine--tRNA ligase [Candidatus Hoaglandella endobia]
69	ref|WP_067569616.1|ref|WP_067569616.1|	leucine--tRNA ligase [Candidatus Mikella endobia]
69	ref|AEI74792.1|ref|AEI74792.1|	leucyl-tRNA synthetase [Candidatus Moranella endobia PCIT]
69	ref|AGJ61449.1|ref|AGJ61449.1|	Leucyl-tRNA synthetase [Candidatus Moranella endobia PCVAL]
69	ref|AHF73468.1|ref|AHF73468.1|	leucyl-tRNA synthetase [Candidatus Sodalis pierantonius str. SOPE]
69	ref|BBI92894.1|ref|BBI92894.1|	leucine--tRNA ligase [Serratia symbiotica]
69	ref|KYP96325.1|ref|KYP96325.1|	leucine--tRNA ligase, partial [Sodalis-like endosymbiont of Proechinophthirus fluctus]
69	ref|KYP96326.1|ref|KYP96326.1|	leucine--tRNA ligase, partial [Sodalis-like endosymbiont of Proechinophthirus fluctus]
69	ref|SNC59009.1|ref|SNC59009.1|	Leucine--tRNA ligase [Sodalis endosymbiont of Henestaris halophilus]
69	ref|BAE74078.1|ref|BAE74078.1|	leucyl-tRNA synthase [Sodalis glossinidius str. morsitans]
69	fig|1173031.7.peg.5413|fig|1173031.7.peg.5413|	unlabeled protein [Sodalis melophagi]
69	ref|WP_025422978.1|ref|WP_025422978.1|	leucine--tRNA ligase [Sodalis praecaptivus]
69	ref|AFP84907.1|ref|AFP84907.1|	leucyl-tRNA synthetase [secondary endosymbiont of Ctenarytaina eucalypti]
69	ref|AFP85575.1|ref|AFP85575.1|	leucyl-tRNA synthetase [secondary endosymbiont of Heteropsylla cubana]
71	fig|634115.4.peg.759|fig|634115.4.peg.759|	unlabeled protein [Arsenophenous melophagi]
71	fig|634115.3.peg.759|fig|634115.3.peg.759|	unlabeled protein [Arsenophenous melophagi]
71	ref|BAB13094.1|ref|BAB13094.1|	50S ribosomal protein L13 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
71	ref|AAO27073.1|ref|AAO27073.1|	50S ribosomal protein L13 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
71	ref|CUX96400.1|ref|CUX96400.1|	50S ribosomal protein L13 [Candidatus Doolittlea endobia]
71	ref|CUX96254.1|ref|CUX96254.1|	50S ribosomal protein L13 [Candidatus Gullanella endobia]
71	ref|ATW22551.1|ref|ATW22551.1|	50S ribosomal protein L13 [Candidatus Hamiltonella defensa]
71	ref|CUX97031.1|ref|CUX97031.1|	50S ribosomal protein L13 [Candidatus Hoaglandella endobia]
71	ref|WP_067569551.1|ref|WP_067569551.1|	50S ribosomal protein L13 [Candidatus Mikella endobia]
71	ref|AEI74948.1|ref|AEI74948.1|	50S ribosomal protein L13 [Candidatus Moranella endobia PCIT]
71	ref|AGJ61196.1|ref|AGJ61196.1|	50S ribosomal protein L13 [Candidatus Moranella endobia PCVAL]
71	ref|AHF72918.1|ref|AHF72918.1|	LSU ribosomal protein L13p (L13Ae) [Candidatus Sodalis pierantonius str. SOPE]
71	ref|BBI92331.1|ref|BBI92331.1|	50S ribosomal protein L13 [Serratia symbiotica]
71	ref|KYP95860.1|ref|KYP95860.1|	50S ribosomal protein L13 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
71	ref|SNC59044.1|ref|SNC59044.1|	50S ribosomal protein L13 [Sodalis endosymbiont of Henestaris halophilus]
71	ref|BAE73491.1|ref|BAE73491.1|	50S ribosomal protein L13 [Sodalis glossinidius str. morsitans]
71	fig|1173031.7.peg.4589|fig|1173031.7.peg.4589|	unlabeled protein [Sodalis melophagi]
71	ref|WP_011410080.1|ref|WP_011410080.1|	MULTISPECIES: 50S ribosomal protein L13 [Sodalis praecaptivus]
71	ref|AFP85178.1|ref|AFP85178.1|	ribosomal protein L13, bacterial type [secondary endosymbiont of Ctenarytaina eucalypti]
71	ref|AFP85748.1|ref|AFP85748.1|	ribosomal protein L13, bacterial type [secondary endosymbiont of Heteropsylla cubana]
72	fig|634115.3.peg.1116|fig|634115.3.peg.1116|	unlabeled protein [Arsenophenous melophagi]
72	fig|634115.4.peg.1116|fig|634115.4.peg.1116|	unlabeled protein [Arsenophenous melophagi]
72	ref|BAB12870.1|ref|BAB12870.1|	dnaJ protein [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
72	ref|AAO26875.1|ref|AAO26875.1|	chaperone protein DnaJ [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
72	ref|CUX96660.1|ref|CUX96660.1|	Chaperone protein DnaJ [Candidatus Doolittlea endobia]
72	ref|CUX96107.1|ref|CUX96107.1|	Chaperone protein DnaJ [Candidatus Gullanella endobia]
72	ref|ATW21904.1|ref|ATW21904.1|	molecular chaperone DnaJ [Candidatus Hamiltonella defensa]
72	ref|CUX97330.1|ref|CUX97330.1|	Chaperone protein DnaJ [Candidatus Hoaglandella endobia]
72	ref|WP_067568931.1|ref|WP_067568931.1|	molecular chaperone DnaJ [Candidatus Mikella endobia]
72	ref|AEI74745.1|ref|AEI74745.1|	chaperone protein DnaJ [Candidatus Moranella endobia PCIT]
72	ref|AGJ61401.1|ref|AGJ61401.1|	Chaperone protein DnaJ [Candidatus Moranella endobia PCVAL]
72	ref|AHF73614.1|ref|AHF73614.1|	chaperone protein DnaJ [Candidatus Sodalis pierantonius str. SOPE]
72	ref|BBI92005.1|ref|BBI92005.1|	chaperone protein DnaJ [Serratia symbiotica]
72	ref|KYP97673.1|ref|KYP97673.1|	molecular chaperone DnaJ [Sodalis-like endosymbiont of Proechinophthirus fluctus]
72	ref|SNC58572.1|ref|SNC58572.1|	Chaperone protein DnaJ [Sodalis endosymbiont of Henestaris halophilus]
72	ref|BAE73685.1|ref|BAE73685.1|	chaperone protein DnaJ [Sodalis glossinidius str. morsitans]
72	fig|1173031.7.peg.3590|fig|1173031.7.peg.3590|	unlabeled protein [Sodalis melophagi]
72	ref|WP_025423526.1|ref|WP_025423526.1|	molecular chaperone DnaJ [Sodalis praecaptivus]
72	ref|AFP84929.1|ref|AFP84929.1|	chaperone protein DnaJ [secondary endosymbiont of Ctenarytaina eucalypti]
72	ref|AFP85440.1|ref|AFP85440.1|	chaperone protein DnaJ [secondary endosymbiont of Heteropsylla cubana]
73	fig|634115.4.peg.53|fig|634115.4.peg.53|	unlabeled protein [Arsenophenous melophagi]
73	fig|634115.3.peg.53|fig|634115.3.peg.53|	unlabeled protein [Arsenophenous melophagi]
73	ref|BAB13232.1|ref|BAB13232.1|	shikimate kinase I [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
73	ref|AAO27187.1|ref|AAO27187.1|	shikimate kinase [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
73	ref|CUX96868.1|ref|CUX96868.1|	Shikimate kinase 1 [Candidatus Doolittlea endobia]
73	ref|CUX95734.1|ref|CUX95734.1|	Shikimate kinase 1 [Candidatus Gullanella endobia]
73	ref|ATW22827.1|ref|ATW22827.1|	shikimate kinase I [Candidatus Hamiltonella defensa]
73	ref|CUX97359.1|ref|CUX97359.1|	Shikimate kinase 1 [Candidatus Hoaglandella endobia]
73	ref|WP_067569294.1|ref|WP_067569294.1|	shikimate kinase AroK [Candidatus Mikella endobia]
73	ref|AEI74988.1|ref|AEI74988.1|	putative shikimate kinase I [Candidatus Moranella endobia PCIT]
73	ref|AGJ61236.1|ref|AGJ61236.1|	Shikimate kinase 1 [Candidatus Moranella endobia PCVAL]
73	ref|AHF72979.1|ref|AHF72979.1|	shikimate kinase I [Candidatus Sodalis pierantonius str. SOPE]
73	ref|BBI91613.1|ref|BBI91613.1|	shikimate kinase 1 [Serratia symbiotica]
73	ref|KYP97545.1|ref|KYP97545.1|	shikimate kinase [Sodalis-like endosymbiont of Proechinophthirus fluctus]
73	ref|SNC58385.1|ref|SNC58385.1|	Shikimate kinase 1 [Sodalis endosymbiont of Henestaris halophilus]
73	ref|BAE75584.1|ref|BAE75584.1|	shikimate kinase I [Sodalis glossinidius str. morsitans]
73	fig|1173031.7.peg.3991|fig|1173031.7.peg.3991|	unlabeled protein [Sodalis melophagi]
73	ref|WP_025420639.1|ref|WP_025420639.1|	shikimate kinase [Sodalis praecaptivus]
73	ref|AFP85137.1|ref|AFP85137.1|	shikimate kinase [secondary endosymbiont of Ctenarytaina eucalypti]
73	ref|AFP85670.1|ref|AFP85670.1|	shikimate kinase [secondary endosymbiont of Heteropsylla cubana]
74	fig|634115.4.peg.547|fig|634115.4.peg.547|	unlabeled protein [Arsenophenous melophagi]
74	fig|634115.3.peg.547|fig|634115.3.peg.547|	unlabeled protein [Arsenophenous melophagi]
74	ref|BAB13203.1|ref|BAB13203.1|	30S ribosomal protein S8 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
74	ref|AAO27159.1|ref|AAO27159.1|	30S ribosomal protein S8 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
74	ref|CUX96815.1|ref|CUX96815.1|	30S ribosomal protein S8 [Candidatus Doolittlea endobia]
74	ref|CUX96204.1|ref|CUX96204.1|	30S ribosomal protein S8 [Candidatus Gullanella endobia]
74	ref|ATW22995.1|ref|ATW22995.1|	30S ribosomal protein S8 [Candidatus Hamiltonella defensa]
74	ref|CUX97088.1|ref|CUX97088.1|	30S ribosomal protein S8 [Candidatus Hoaglandella endobia]
74	ref|WP_067569109.1|ref|WP_067569109.1|	30S ribosomal protein S8 [Candidatus Mikella endobia]
74	ref|AEI75029.1|ref|AEI75029.1|	putative 30S ribosomal protein S8 [Candidatus Moranella endobia PCIT]
74	ref|AGJ61277.1|ref|AGJ61277.1|	30S ribosomal protein S8 [Candidatus Moranella endobia PCVAL]
74	ref|AHF72859.1|ref|AHF72859.1|	SSU ribosomal protein S8p (S15Ae) [Candidatus Sodalis pierantonius str. SOPE]
74	ref|BBI91539.1|ref|BBI91539.1|	30S ribosomal protein S8 [Serratia symbiotica]
74	ref|KYP97635.1|ref|KYP97635.1|	30S ribosomal protein S8 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
74	ref|SNC58352.1|ref|SNC58352.1|	30S ribosomal protein S8 [Sodalis endosymbiont of Henestaris halophilus]
74	ref|BAE75539.1|ref|BAE75539.1|	30S ribosomal protein S8 [Sodalis glossinidius str. morsitans]
74	fig|1173031.7.peg.3921|fig|1173031.7.peg.3921|	unlabeled protein [Sodalis melophagi]
74	ref|WP_025420684.1|ref|WP_025420684.1|	30S ribosomal protein S8 [Sodalis praecaptivus]
74	ref|AFP84716.1|ref|AFP84716.1|	ribosomal protein S8 [secondary endosymbiont of Ctenarytaina eucalypti]
74	ref|AFP85594.1|ref|AFP85594.1|	ribosomal protein S8 [secondary endosymbiont of Heteropsylla cubana]
75	fig|634115.4.peg.535|fig|634115.4.peg.535|	unlabeled protein [Arsenophenous melophagi]
75	fig|634115.3.peg.535|fig|634115.3.peg.535|	unlabeled protein [Arsenophenous melophagi]
75	ref|BAB13191.1|ref|BAB13191.1|	50S ribosomal protein L17 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
75	ref|AAO27147.1|ref|AAO27147.1|	50S ribosomal protein L17 [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
75	ref|CUX96803.1|ref|CUX96803.1|	50S ribosomal protein L17 [Candidatus Doolittlea endobia]
75	ref|CUX96216.1|ref|CUX96216.1|	50S ribosomal protein L17 [Candidatus Gullanella endobia]
75	ref|ATW22984.1|ref|ATW22984.1|	50S ribosomal protein L17 [Candidatus Hamiltonella defensa]
75	ref|CUX97076.1|ref|CUX97076.1|	50S ribosomal protein L17 [Candidatus Hoaglandella endobia]
75	ref|WP_067569067.1|ref|WP_067569067.1|	50S ribosomal protein L17 [Candidatus Mikella endobia]
75	ref|AEI75041.1|ref|AEI75041.1|	50S ribosomal protein L17 [Candidatus Moranella endobia PCIT]
75	ref|AGJ61289.1|ref|AGJ61289.1|	50S ribosomal protein L17 [Candidatus Moranella endobia PCVAL]
75	ref|AHF72847.1|ref|AHF72847.1|	LSU ribosomal protein L17p [Candidatus Sodalis pierantonius str. SOPE]
75	ref|BBI91529.1|ref|BBI91529.1|	50S ribosomal protein L17 [Serratia symbiotica]
75	ref|KYP97646.1|ref|KYP97646.1|	50S ribosomal protein L17 [Sodalis-like endosymbiont of Proechinophthirus fluctus]
75	ref|SNC58340.1|ref|SNC58340.1|	50S ribosomal protein L17 [Sodalis endosymbiont of Henestaris halophilus]
75	ref|BAE75527.1|ref|BAE75527.1|	50S ribosomal protein L17 [Sodalis glossinidius str. morsitans]
75	fig|1173031.7.peg.3909|fig|1173031.7.peg.3909|	unlabeled protein [Sodalis melophagi]
75	ref|WP_025420691.1|ref|WP_025420691.1|	50S ribosomal protein L17 [Sodalis praecaptivus]
75	ref|AFP84704.1|ref|AFP84704.1|	ribosomal protein L17 [secondary endosymbiont of Ctenarytaina eucalypti]
75	ref|AFP85582.1|ref|AFP85582.1|	ribosomal protein L17 [secondary endosymbiont of Heteropsylla cubana]
77	fig|634115.3.peg.416|fig|634115.3.peg.416|	unlabeled protein [Arsenophenous melophagi]
77	fig|634115.4.peg.416|fig|634115.4.peg.416|	unlabeled protein [Arsenophenous melophagi]
77	ref|BAB12778.1|ref|BAB12778.1|	RNA polymerase sigma factor rpoD [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]
77	ref|AAO26791.1|ref|AAO26791.1|	RNA polymerase sigma factor RpoD [Buchnera aphidicola str. Bp (Baizongia pistaciae)]
77	ref|CUX96863.1|ref|CUX96863.1|	RNA polymerase sigma factor RpoD [Candidatus Doolittlea endobia]
77	ref|CUX96259.1|ref|CUX96259.1|	RNA polymerase sigma factor RpoD [Candidatus Gullanella endobia]
77	ref|ATW22120.1|ref|ATW22120.1|	RNA polymerase sigma factor RpoD [Candidatus Hamiltonella defensa]
77	ref|CUX97248.1|ref|CUX97248.1|	RNA polymerase sigma factor RpoD [Candidatus Hoaglandella endobia]
